"gene","gene_name","dev_default","rank_default","dev_batch","rank_batch","d_diff","nSD_dev","r_diff","nSD_rank"
"ENSG00000104722","NEFM",24777.8242587665,387,24036.932821342,392,0.0308230439770037,0.222714285507274,5,0.11700179712992
"ENSG00000104723","TUSC3",13356.946249824,1659,13315.4278671227,1640,0.00311806598448528,-0.305794029878871,-19,-0.444606829093697
"ENSG00000104763","ASAH1",16644.7378659424,1175,16563.7749345874,1159,0.00488795167012255,-0.272031169558433,-16,-0.374405750815745
"ENSG00000104833","TUBB4A",28604.3595071594,241,27155.3727738653,261,0.053359117746625,0.652619062425589,20,0.468007188519682
"ENSG00000104888","SLC17A7",62329.1795260955,35,59338.4849002655,34,0.0504005896149302,0.596181308916932,-1,-0.0234003594259841
"ENSG00000104904","OAZ1",31491.709223174,171,30963.7623048817,162,0.0170504770413229,-0.0400152554324523,-9,-0.210603234833857
"ENSG00000104960","PTOV1",17563.5455063249,1033,17518.9079912528,1002,0.0025479621843135,-0.316669497785952,-31,-0.725411142205506
"ENSG00000104964","TLE5",23605.8817115097,439,23321.7798941362,431,0.0121818239715444,-0.132891114521858,-8,-0.187202875407873
"ENSG00000104979","C19orf53",18388.512479571,919,18157.6436852144,918,0.012714689106086,-0.122726022361863,-1,-0.0234003594259841
"ENSG00000105185","PDCD5",16673.1956968205,1172,16640.0972209271,1148,0.00198907947796029,-0.327330908804324,-24,-0.561608626223618
"ENSG00000105193","RPS16",26988.755137409,294,26854.8393784118,277,0.00498665276340405,-0.270148318449472,-17,-0.397806110241729
"ENSG00000105220","GPI",22369.4993024329,522,22233.0847163848,503,0.00613565718784909,-0.248229571829328,-19,-0.444606829093697
"ENSG00000105223","PLD3",29775.5697040851,208,29219.9157978201,198,0.0190162733564925,-0.00251514627506009,-10,-0.234003594259841
"ENSG00000105245","NUMBL",11972.9071308525,1844,11803.4086814695,1839,0.0143601271426894,-0.0913371620266409,-5,-0.11700179712992
"ENSG00000105254","TBCB",19874.7786429832,753,19870.0144226711,720,0.000239769343431744,-0.36070126385522,-33,-0.772211861057475
"ENSG00000105255","FSD1",11355.0027768822,1892,11299.4520565164,1883,0.00491623134360783,-0.271491698182661,-9,-0.210603234833857
"ENSG00000105258","POLR2I",20372.8947530569,699,20246.1170875314,678,0.00626182615547398,-0.245822735463984,-21,-0.491407547945666
"ENSG00000105270","CLIP3",22283.6027931981,536,21684.6459984163,554,0.0276212392319211,0.161635715711047,18,0.421206469667713
"ENSG00000105290","APLP1",29096.4144525665,222,28328.1054485134,226,0.0271217927174653,0.15210812698487,4,0.0936014377039363
"ENSG00000105372","RPS19",28767.4877687279,232,28641.6380970144,217,0.0043939411316937,-0.281455060005794,-15,-0.351005391389761
"ENSG00000105376","ICAM5",21368.4805044243,602,20455.199824285,664,0.0446478493480682,0.486440342217217,62,1.45082228441101
"ENSG00000105393","BABAM1",14269.9750058431,1554,14233.14421213,1526,0.00258767796940289,-0.315911867778901,-28,-0.655210063927554
"ENSG00000105401","CDC37",14348.2480510015,1540,14310.2142544822,1518,0.00265780762208651,-0.314574053881036,-22,-0.51480790737165
"ENSG00000105402","NAPA",22783.5213200542,490,22720.0870468989,467,0.00279199076237914,-0.312014336798841,-23,-0.538208266797634
"ENSG00000105404","RABAC1",20278.3560399973,714,20220.3255008966,683,0.00286991122364069,-0.310527903143251,-31,-0.725411142205506
"ENSG00000105409","ATP1A3",30001.5129461664,201,28381.5068305944,223,0.0570796372878156,0.723592788360577,22,0.51480790737165
"ENSG00000105419","MEIS3",12970.7346979287,1709,12790.474862892,1706,0.0140932871507115,-0.0964274802602808,-3,-0.0702010782779522
"ENSG00000105518","TMEM205",15839.7676940663,1305,15774.717854589,1291,0.00412367689089243,-0.286610700217945,-14,-0.327605031963777
"ENSG00000105520","PLPPR2",23948.0269819702,426,23124.4674656656,443,0.035614204630975,0.314111876462176,17,0.397806110241729
"ENSG00000105568","PPP2R1A",31460.4869578051,172,30322.5345907692,178,0.037528273358199,0.350625214925453,6,0.140402156555904
"ENSG00000105583","WDR83OS",18529.4623256717,902,18484.146722699,873,0.00245159290567257,-0.318507866512441,-29,-0.678610423353538
"ENSG00000105613","MAST1",12114.7012520139,1824,12021.0839371454,1809,0.00778775985243253,-0.216713575088967,-15,-0.351005391389761
"ENSG00000105640","RPL18A",30140.8730812874,200,29324.6650319613,196,0.0278334994939055,0.165684854949313,-4,-0.0936014377039363
"ENSG00000105642","KCNN1",13138.2489057902,1689,13066.5721117923,1674,0.0054855086234316,-0.260631997221032,-15,-0.351005391389761
"ENSG00000105649","RAB3A",27370.9247844709,282,26910.6986039581,275,0.0171019781866658,-0.0390328044240817,-7,-0.163802515981889
"ENSG00000105662","CRTC1",11779.5856713258,1861,11656.8691679096,1847,0.0105273981931636,-0.164451427664846,-14,-0.327605031963777
"ENSG00000105695","MAG",31605.9400689841,166,31463.2993043239,151,0.00453356030086102,-0.278791643636643,-15,-0.351005391389761
"ENSG00000105696","TMEM59L",35710.7256969395,111,35451.1078610162,103,0.0073232643939129,-0.22557442718396,-8,-0.187202875407873
"ENSG00000105701","FKBP8",19350.9371501097,813,19325.024176502,783,0.00134090251949917,-0.339695723260445,-30,-0.702010782779522
"ENSG00000105711","SCN1B",13241.3938823747,1675,13198.2117004989,1656,0.00327182067205475,-0.302860960199768,-19,-0.444606829093697
"ENSG00000105723","GSK3A",13097.709728361,1697,13006.3747596495,1685,0.00702232331447671,-0.231315267799905,-12,-0.280804313111809
"ENSG00000105737","GRIK5",13501.7263681521,1640,13377.6357806949,1631,0.00927597293657703,-0.188323984227382,-9,-0.210603234833857
"ENSG00000105738","SIPA1L3",9751.4531340725,2022,9603.06988222117,2012,0.01545164761594,-0.0705149961803818,-10,-0.234003594259841
"ENSG00000105854","PON2",19809.4138110225,760,19756.8945195332,731,0.00265827665564114,-0.314565106458884,-29,-0.678610423353538
"ENSG00000105887","MTPN",21140.1985726041,620,20673.2179531285,639,0.0225886758672191,0.0656330555872629,19,0.444606829093697
"ENSG00000105894","PTN",21703.0225404408,580,21681.898405363,557,0.000974275161838332,-0.34668961465513,-23,-0.538208266797634
"ENSG00000105993","DNAJB6",17565.0858427944,1032,17450.160375621,1018,0.00658592612901575,-0.239640108967059,-14,-0.327605031963777
"ENSG00000106089","STX1A",16043.7263714723,1281,15855.4866542285,1276,0.0118722131555393,-0.138797341584604,-5,-0.11700179712992
"ENSG00000106105","GARS",11347.5454031613,1893,11304.9016935658,1882,0.00377214333670632,-0.293316657774554,-11,-0.257403953685825
"ENSG00000106153","CHCHD2",23826.8514392549,433,23678.411821745,417,0.0062689853790637,-0.245686164007407,-16,-0.374405750815745
"ENSG00000106211","HSPB1",19650.6389504284,781,18256.2448970744,901,0.0763790177670902,1.09175345132346,120,2.80804313111809
"ENSG00000106236","NPTX2",20562.9145976857,675,20033.2206053247,707,0.0264407806810783,0.139116940916943,32,0.74881150163149
"ENSG00000106278","PTPRZ1",19951.58065282,742,19742.809778164,735,0.010574526979787,-0.163552385058449,-7,-0.163802515981889
"ENSG00000106299","WASL",19897.082872937,747,19354.9755597507,780,0.028008679810145,0.169026646227744,33,0.772211861057475
"ENSG00000106367","AP1S1",16432.6854826246,1211,16331.0597087373,1200,0.00622285238678613,-0.246566210547741,-11,-0.257403953685825
"ENSG00000106537","TSPAN13",11041.5567009956,1920,10929.027810978,1920,0.0102963311983268,-0.168859329674928,0,0
"ENSG00000106538","RARRES2",14266.0597804777,1555,13323.3417311049,1639,0.0707568767955497,0.984503835224336,84,1.96563019178266
"ENSG00000106615","RHEB",20823.1092265378,658,20674.0377354877,637,0.0072105649103155,-0.227724315707136,-21,-0.491407547945666
"ENSG00000106617","PRKAG2",10810.303342152,1942,10651.1415389288,1943,0.0149431685459716,-0.080214892594329,1,0.0234003594259841
"ENSG00000106682","EIF4H",18197.5263559924,942,18007.7679338343,935,0.0105375870488383,-0.164257062054816,-7,-0.163802515981889
"ENSG00000106723","SPIN1",14704.3427951242,1486,14584.2659904716,1472,0.00823331148314769,-0.208214101029454,-14,-0.327605031963777
"ENSG00000106803","SEC61B",16383.3996061475,1219,16274.247607351,1204,0.00670703810277827,-0.237329741305204,-15,-0.351005391389761
"ENSG00000106853","PTGR1",10240.3142849835,1988,10073.5082668679,1990,0.0165588803519665,-0.0493930985843693,2,0.0468007188519682
"ENSG00000106976","DNM1",33804.4560660553,138,32811.7153940619,136,0.0302556772808392,0.211891031401927,-2,-0.0468007188519682
"ENSG00000106992","AK1",17566.4382644041,1031,17301.3064944964,1036,0.0153243785370765,-0.0729428185915415,5,0.11700179712992
"ENSG00000107105","ELAVL2",10440.5420487492,1972,10272.2378070118,1977,0.0163843794214448,-0.0527219297008657,5,0.11700179712992
"ENSG00000107130","NCS1",24161.1493680766,417,23869.5553041868,405,0.0122161498265811,-0.132236304407063,-12,-0.280804313111809
"ENSG00000107223","EDF1",22165.9534436898,552,21863.2927302368,541,0.0138433271322589,-0.101195791150184,-11,-0.257403953685825
"ENSG00000107281","NPDC1",23312.4862635135,455,23240.2514023443,434,0.00310817899164224,-0.305982637064667,-21,-0.491407547945666
"ENSG00000107295","SH3GL2",19904.8829743007,746,19730.8167224935,736,0.00882205000712229,-0.196983151645817,-10,-0.234003594259841
"ENSG00000107317","PTGDS",85197.9009101074,20,84736.5397372002,19,0.00544465438803747,-0.261411344641209,-1,-0.0234003594259841
"ENSG00000107331","ABCA2",23769.6454349553,434,23447.1223231747,428,0.013755338814514,-0.102874282199612,-6,-0.140402156555904
"ENSG00000107372","ZFAND5",21241.963392428,613,21063.8508870704,596,0.00845583774365553,-0.203969124581469,-17,-0.397806110241729
"ENSG00000107518","ATRNL1",12871.6041855786,1723,12685.6873803859,1723,0.0146556350963001,-0.0856999653182298,0,0
"ENSG00000107742","SPOCK2",18183.9529204227,944,17860.2596856801,953,0.0181236577988904,-0.0195429434010198,9,0.210603234833857
"ENSG00000107758","PPP3CB",24404.6933291971,401,23420.803418723,429,0.0420092296956635,0.436105257027337,28,0.655210063927554
"ENSG00000107798","LIPA",12847.2049721161,1728,12784.4798524935,1709,0.00490634897518903,-0.271680217151579,-19,-0.444606829093697
"ENSG00000107863","ARHGAP21",18239.5590353627,938,18058.174112849,929,0.0100444774416413,-0.173663766072802,-9,-0.210603234833857
"ENSG00000107872","FBXL15",13215.6600245801,1681,13203.6411477578,1654,0.000910269878419295,-0.347910598282142,-27,-0.63180970450157
"ENSG00000107902","LHPP",23031.3177310061,469,22977.2504183453,454,0.00235308018480738,-0.32038712417374,-15,-0.351005391389761
"ENSG00000108091","CCDC6",11468.2866818861,1883,11397.7809357539,1871,0.00618591869151284,-0.247270768590528,-12,-0.280804313111809
"ENSG00000108106","UBE2S",18693.0138898847,881,18202.6093411218,912,0.0269414422719618,0.148667708798725,31,0.725411142205506
"ENSG00000108107","RPL28",35069.3638347014,122,34563.991268086,114,0.0146213602096924,-0.08635380314427,-8,-0.187202875407873
"ENSG00000108231","LGI1",12610.2156766148,1771,12602.536177819,1737,0.000609361376738951,-0.353650817435227,-34,-0.795612220483459
"ENSG00000108262","GIT1",17932.8066279286,979,17686.2431166841,981,0.0139409771548312,-0.0993329905754626,2,0.0468007188519682
"ENSG00000108298","RPL19",29757.2605918798,209,29052.6641799949,203,0.0242523855134137,0.0973704705254527,-6,-0.140402156555904
"ENSG00000108309","RUNDC3A",24062.500421327,422,23838.8202561908,407,0.00938302158967034,-0.186281892610273,-15,-0.351005391389761
"ENSG00000108352","RAPGEFL1",11428.6514235684,1885,11142.1406324719,1897,0.0257141603707161,0.125255717989476,12,0.280804313111809
"ENSG00000108387","SEPTIN4",33093.4752636928,147,32699.3066276083,138,0.0120543423312733,-0.135322991816997,-9,-0.210603234833857
"ENSG00000108395","TRIM37",13247.6235375365,1674,13158.8567304993,1662,0.00674578414030604,-0.236590610488092,-12,-0.280804313111809
"ENSG00000108509","CAMTA2",12662.4472242578,1763,12556.8902870468,1747,0.00840629604926277,-0.204914196526733,-16,-0.374405750815745
"ENSG00000108518","PFN1",20420.7090491944,692,20130.0205460839,696,0.0144405467667092,-0.0898030536066247,4,0.0936014377039363
"ENSG00000108528","SLC25A11",16117.4525783203,1265,16059.1959983904,1241,0.00362761497746608,-0.296073723298598,-24,-0.561608626223618
"ENSG00000108551","RASD1",14666.2440264259,1488,14565.7326381948,1476,0.0069005377709301,-0.233638484677232,-12,-0.280804313111809
"ENSG00000108561","C1QBP",15958.9333805037,1295,15819.7918073766,1282,0.0087954111420229,-0.197491322477834,-13,-0.304204672537793
"ENSG00000108654","DDX5",23925.0660306721,428,23588.4690267257,424,0.0142695570265713,-0.0930649042218107,-4,-0.0936014377039363
"ENSG00000108797","CNTNAP1",16305.1224917198,1236,16096.6126873324,1230,0.0129536448715982,-0.118167631840247,-6,-0.140402156555904
"ENSG00000108848","LUC7L3",15388.3156515849,1374,15238.9069505746,1372,0.00980442373556689,-0.17824310123177,-2,-0.0468007188519682
"ENSG00000108861","DUSP3",13977.1444546219,1590,13899.0890086577,1573,0.00561586776770099,-0.258145227812602,-17,-0.397806110241729
"ENSG00000108924","HLF",11737.8321172314,1862,11651.1599919661,1848,0.00743892670988334,-0.223368018798301,-14,-0.327605031963777
"ENSG00000108946","PRKAR1A",20438.5051685618,689,20090.1345860841,702,0.0173403807219397,-0.0344849674853405,13,0.304204672537793
"ENSG00000108947","EFNB3",11694.0777058706,1863,11459.718873485,1866,0.0204506615714493,0.024847665538082,3,0.0702010782779522
"ENSG00000108953","YWHAE",24949.7866944532,374,24450.5063015051,372,0.0204200431185923,0.0242635789185744,-2,-0.0468007188519682
"ENSG00000108960","MMD",24794.0272480208,386,23673.7846108116,418,0.0473199640710422,0.537414389232843,32,0.74881150163149
"ENSG00000109046","WSB1",15519.8734553427,1352,15377.6919412908,1349,0.00924595931527252,-0.188896532902157,-3,-0.0702010782779522
"ENSG00000109099","PMP22",23193.21090283,461,23056.33771694,445,0.00593646690859838,-0.252029384229703,-16,-0.374405750815745
"ENSG00000109107","ALDOC",32961.1708113088,149,32679.0885485415,139,0.00863188893252897,-0.200610720280323,-10,-0.234003594259841
"ENSG00000109180","OCIAD1",23311.0951536042,456,23168.3006792615,440,0.0061633555399442,-0.247701189911511,-16,-0.374405750815745
"ENSG00000109332","UBE2D3",17098.8266018036,1102,17047.6777685974,1075,0.0030003402164451,-0.308039801283608,-27,-0.63180970450157
"ENSG00000109339","MAPK10",17791.3255246013,1000,17533.4479116656,1000,0.0147077525330411,-0.0847057577537396,0,0
"ENSG00000109390","NDUFC1",19567.8381170855,789,19337.4409056167,782,0.011914565768729,-0.137989410668537,-7,-0.163802515981889
"ENSG00000109466","KLHL2",19192.1648638687,830,18898.0674487474,834,0.0155623010616777,-0.0684041384776875,4,0.0936014377039363
"ENSG00000109472","CPE",39907.4966866772,86,38249.1872375803,87,0.0433554166470661,0.461785515574113,1,0.0234003594259841
"ENSG00000109475","RPL34",36736.1885320444,100,36152.1345906765,96,0.0161554483014836,-0.0570890871331087,-4,-0.0936014377039363
"ENSG00000109654","TRIM2",22933.5761523131,479,22566.2291524907,477,0.0162786169253198,-0.0547394862090554,-2,-0.0468007188519682
"ENSG00000109670","FBXW7",13702.1613016226,1611,13441.4665770542,1621,0.0193948125432524,0.00470597867786778,10,0.234003594259841
"ENSG00000109738","GLRB",12628.5453980271,1768,12498.8956733143,1756,0.0103728943821463,-0.167398787843349,-12,-0.280804313111809
"ENSG00000109846","CRYAB",76394.854487163,24,75501.7155646618,24,0.0118293858069534,-0.139614328692831,0,0
"ENSG00000109956","B3GAT1",20260.5880546121,716,20046.992074563,706,0.010654764527998,-0.162021749970157,-10,-0.234003594259841
"ENSG00000109971","HSPA8",35303.187409889,119,33969.5610378224,124,0.0392594526194104,0.383649700099971,5,0.11700179712992
"ENSG00000110047","EHD1",9649.35364257105,2027,9466.03147208011,2024,0.019366317451156,0.00416239791326044,-3,-0.0702010782779522
"ENSG00000110076","NRXN2",16186.937396356,1246,15767.3709251293,1292,0.0266097926673369,0.14234106331696,46,1.07641653359527
"ENSG00000110107","PRPF19",12145.465377161,1819,12016.5461036459,1810,0.0107284799145349,-0.160615533557815,-9,-0.210603234833857
"ENSG00000110237","ARHGEF17",10586.5457333748,1960,10561.9337728075,1949,0.00233025136274858,-0.320822613503196,-11,-0.257403953685825
"ENSG00000110321","EIF4G2",19805.0657641484,761,19744.2384295688,734,0.00308076377808031,-0.306505617748481,-27,-0.63180970450157
"ENSG00000110328","GALNT18",10097.0063445927,1997,10082.7797413178,1989,0.00141098026931716,-0.338358899476923,-8,-0.187202875407873
"ENSG00000110400","NECTIN1",12917.5299999061,1716,12682.0967734403,1726,0.0185642193614893,-0.0111386613497601,10,0.234003594259841
"ENSG00000110427","KIAA1549L",13096.5343132377,1698,12791.4349506081,1705,0.0238518480379765,0.0897296997423285,7,0.163802515981889
"ENSG00000110436","SLC1A2",54215.4571623746,41,52535.8381599334,42,0.0319709185437946,0.244611478630224,1,0.0234003594259841
"ENSG00000110514","MADD",16601.4672210384,1187,16243.3822872845,1206,0.0220449736034499,0.0552612311601187,19,0.444606829093697
"ENSG00000110651","CD81",27208.9489918179,287,26924.6668659756,273,0.0105584268602963,-0.163859515677063,-14,-0.327605031963777
"ENSG00000110675","ELMOD1",16918.3513624453,1136,16679.1197081495,1141,0.0143431822831097,-0.0916604071558499,5,0.11700179712992
"ENSG00000110700","RPS13",32537.0310928661,152,31750.5699992207,147,0.0247699834574524,0.107244321265385,-5,-0.11700179712992
"ENSG00000110717","NDUFS8",18352.2671058601,923,18291.7397025355,894,0.0033090020035746,-0.302151678175048,-29,-0.678610423353538
"ENSG00000110786","PTPN5",9780.63826749521,2019,9718.37100474086,2011,0.00640717078242609,-0.243050098576792,-8,-0.187202875407873
"ENSG00000110841","PPFIBP1",13264.4873291019,1671,13077.641982586,1671,0.0142873881059509,-0.0927247533028318,0,0
"ENSG00000110955","ATP5F1B",24631.0798637923,393,24551.5169076632,369,0.00324065337503768,-0.303455516732031,-24,-0.561608626223618
"ENSG00000110958","PTGES3",20183.9710152168,721,20009.6709917905,711,0.00871078907283541,-0.199105597978896,-10,-0.234003594259841
"ENSG00000111229","ARPC3",18957.3079580618,854,18930.4447785872,825,0.00141904639795104,-0.338205027632768,-29,-0.678610423353538
"ENSG00000111275","ALDH2",20410.7557794951,695,20302.6652056994,672,0.00532395982008477,-0.263713749746969,-23,-0.538208266797634
"ENSG00000111328","CDK2AP1",23261.2423234156,458,23238.7958033751,437,0.00096590719374817,-0.346849244477602,-21,-0.491407547945666
"ENSG00000111371","SLC38A1",12309.7249183304,1800,12090.5386733879,1799,0.018128741064698,-0.0194459735261691,-1,-0.0234003594259841
"ENSG00000111639","MRPL51",16478.8859506624,1204,16360.4066560239,1194,0.00724183066652886,-0.227127880938263,-10,-0.234003594259841
"ENSG00000111640","GAPDH",39047.9282096056,90,38324.782987728,85,0.0188688667098057,-0.0053271188576841,-5,-0.11700179712992
"ENSG00000111669","TPI1",30168.4055583875,198,30046.0932084978,185,0.00407082375205857,-0.287618942252121,-13,-0.304204672537793
"ENSG00000111674","ENO2",27942.6843183286,260,27602.5646049325,247,0.0123220330525106,-0.130216444821586,-13,-0.304204672537793
"ENSG00000111678","C12orf57",19203.7204678972,828,18932.3694442562,824,0.0143326499326934,-0.09186132537268,-4,-0.0936014377039363
"ENSG00000111696","NT5DC3",11572.9475723803,1875,11565.6493370982,1854,0.000631026851092648,-0.353237520469036,-21,-0.491407547945666
"ENSG00000111716","LDHB",24812.6460557188,383,24578.667896835,364,0.00951956224258455,-0.183677202923355,-19,-0.444606829093697
"ENSG00000111726","CMAS",15815.1436204778,1312,15630.2631674584,1314,0.0118283646947382,-0.13963380773002,2,0.0468007188519682
"ENSG00000111775","COX6A1",29450.5703238517,214,27929.2674669074,234,0.054469844536623,0.673807613623667,20,0.468007188519682
"ENSG00000111885","MAN1A1",9406.25713245287,2046,8928.04910421257,2047,0.0535624325827979,0.65649755608791,1,0.0234003594259841
"ENSG00000111897","SERINC1",25371.354209947,347,24675.2890373678,362,0.0282089977355525,0.17284796993814,15,0.351005391389761
"ENSG00000111912","NCOA7",14641.113907396,1494,14436.4056135605,1494,0.0141800043109915,-0.0947732381848292,0,0
"ENSG00000112081","SRSF3",16463.4545748261,1208,16188.3798576508,1214,0.0169921091297651,-0.0411286988944299,6,0.140402156555904
"ENSG00000112096","SOD2",16682.7426805006,1170,16564.4958138316,1158,0.00713857324714425,-0.229097649865162,-12,-0.280804313111809
"ENSG00000112137","PHACTR1",15500.7086809789,1355,15285.2720994417,1364,0.0140943896932744,-0.0964064478338065,9,0.210603234833857
"ENSG00000112146","FBXO9",12328.3965250374,1797,12286.6689417025,1784,0.00339616730400451,-0.300488887246184,-13,-0.304204672537793
"ENSG00000112186","CAP2",20689.4069382414,667,20199.8749025968,688,0.0242344092725859,0.0970275504639583,21,0.491407547945666
"ENSG00000112290","WASF1",24181.636885187,415,23647.7483865384,420,0.0225767159698196,0.0654049050639698,5,0.11700179712992
"ENSG00000112306","RPS12",48443.7611674278,59,46193.2694378175,58,0.0487190397432196,0.564103568585372,-1,-0.0234003594259841
"ENSG00000112309","B3GAT2",19140.3539065116,833,18881.4500951338,838,0.0137120724347661,-0.103699644395517,5,0.11700179712992
"ENSG00000112335","SNX3",21718.5639101949,579,21601.2424369181,563,0.00543123728273472,-0.261667293291406,-16,-0.374405750815745
"ENSG00000112379","ARFGEF3",13247.8090447336,1673,13005.7051469815,1686,0.0186152073275533,-0.0101659999003734,13,0.304204672537793
"ENSG00000112514","CUTA",19554.9165763689,791,19446.3894408477,767,0.00558083729894354,-0.258813479346142,-24,-0.561608626223618
"ENSG00000112531","QKI",35669.3850327838,112,34925.4781345595,109,0.0212998343317782,0.0410467350754937,-3,-0.0702010782779522
"ENSG00000112695","COX7A2",25999.3269895671,327,24567.8007235511,365,0.0582683929312308,0.746269840934913,38,0.889213658187395
"ENSG00000112697","TMEM30A",18446.5554493508,910,18148.3682568592,920,0.0164305235749728,-0.0518416702452339,10,0.234003594259841
"ENSG00000112902","SEMA5A",17115.1590936386,1098,16666.0691268495,1144,0.0269463640988772,0.148761599017745,46,1.07641653359527
"ENSG00000112972","HMGCS1",19064.1640319728,843,18912.8056307226,831,0.00800295864111652,-0.212608379650399,-12,-0.280804313111809
"ENSG00000113013","HSPA9",17175.5930985118,1085,17168.395290184,1057,0.000419247588732677,-0.357277484016879,-28,-0.655210063927554
"ENSG00000113140","SPARC",41382.0375521314,78,40930.1278967348,71,0.0110410027678578,-0.154653755614011,-7,-0.163802515981889
"ENSG00000113161","HMGCR",14222.7202308377,1563,14023.0999765651,1561,0.0142351016969348,-0.0937221842321809,-2,-0.0468007188519682
"ENSG00000113269","RNF130",15136.4973517982,1425,15068.5599721325,1401,0.0045085515663934,-0.279268717616886,-24,-0.561608626223618
"ENSG00000113319","RASGRF2",10341.2382350285,1980,10276.0754691666,1976,0.00634121129778132,-0.244308361121623,-4,-0.0936014377039363
"ENSG00000113327","GABRG2",15210.3457414932,1409,14961.5437642648,1424,0.0166294321728114,-0.048047231282392,15,0.351005391389761
"ENSG00000113387","SUB1",24308.0770899311,407,24084.0552136948,388,0.00930166760740974,-0.187833825123128,-19,-0.444606829093697
"ENSG00000113558","SKP1",26640.29823129,303,26287.5565982676,293,0.0134185781665821,-0.109298427447981,-10,-0.234003594259841
"ENSG00000113575","PPP2CA",19293.180939981,818,19021.3713734271,810,0.0142896934830694,-0.092680775250311,-8,-0.187202875407873
"ENSG00000113578","FGF1",18569.3873981084,895,18439.8029542621,877,0.00702743105052356,-0.231217831123569,-18,-0.421206469667713
"ENSG00000113758","DBN1",11296.583140331,1897,11197.519913596,1889,0.00884688998094206,-0.196509296993369,-8,-0.187202875407873
"ENSG00000113763","UNC5A",11057.5567398111,1917,10880.1504227406,1926,0.0163055022382504,-0.0542266140656655,9,0.210603234833857
"ENSG00000113811","SELENOK",18871.8806006095,861,18208.8642665067,908,0.0364117346583991,0.329325794025207,47,1.09981689302125
"ENSG00000114023","FAM162A",15092.847839939,1432,15081.0141768908,1396,0.000784672894638097,-0.350306523315315,-36,-0.842412939335427
"ENSG00000114115","RBP1",14482.381532729,1523,13529.1644104511,1608,0.0704564667380002,0.978773124538212,85,1.98903055120865
"ENSG00000114125","RNF7",14803.7219492624,1470,14698.3631007253,1458,0.00716806679866865,-0.228535022194599,-12,-0.280804313111809
"ENSG00000114383","TUSC2",13656.579174418,1616,13639.7679204468,1596,0.00123251759628356,-0.34176330595975,-20,-0.468007188519682
"ENSG00000114391","RPL24",26067.187060234,321,25941.5629456783,303,0.00484258079664388,-0.272896677696223,-18,-0.421206469667713
"ENSG00000114544","SLC41A3",11811.647447771,1859,11770.1258996847,1843,0.00352770636781103,-0.297979609345345,-16,-0.374405750815745
"ENSG00000114554","PLXNA1",9538.5918676801,2035,9359.21472168404,2031,0.0191658329603729,0.00033789675272957,-4,-0.0936014377039363
"ENSG00000114573","ATP6V1A",19350.6838130876,814,19129.9857929108,803,0.0115367581850808,-0.145196579345154,-11,-0.257403953685825
"ENSG00000114626","ABTB1",10961.5645968967,1927,10918.3858249585,1922,0.00395468456879617,-0.289834447498611,-5,-0.11700179712992
"ENSG00000114631","PODXL2",17922.272850615,985,17751.3497956436,970,0.00962873567019174,-0.181594578482174,-15,-0.351005391389761
"ENSG00000114784","EIF1B",16635.8522282858,1176,16593.8649820952,1152,0.00253028732220736,-0.317006668658239,-24,-0.561608626223618
"ENSG00000114902","SPCS1",17442.500243398,1049,17414.1543610718,1020,0.00162774957305049,-0.334223744430979,-29,-0.678610423353538
"ENSG00000114923","SLC4A3",11246.7369789659,1903,11147.8150469174,1896,0.00887366103869605,-0.19599860441536,-7,-0.163802515981889
"ENSG00000114942","EEF1B2",25042.8823389641,366,24376.2172182135,374,0.0273489981970006,0.15644236559239,8,0.187202875407873
"ENSG00000114948","ADAM23",9849.16298989933,2013,9776.38728162792,2009,0.00744402877821454,-0.223270690240977,-4,-0.0936014377039363
"ENSG00000115194","SLC30A3",15017.8897666594,1444,14605.3951260385,1470,0.0282426211041341,0.173489379214532,26,0.608409345075586
"ENSG00000115252","PDE1A",12225.4085752512,1809,12048.9358840541,1804,0.014646330007505,-0.0858774719311205,-5,-0.11700179712992
"ENSG00000115268","RPS15",31788.7039620628,164,31021.1881357458,159,0.024741664405582,0.106704098695946,-5,-0.11700179712992
"ENSG00000115286","NDUFS7",20209.3408557073,719,20107.6729590648,700,0.00505617417039942,-0.268822107625398,-19,-0.444606829093697
"ENSG00000115306","SPTBN1",22579.0493473999,508,21943.1957571788,531,0.0289772555127032,0.187503481438414,23,0.538208266797634
"ENSG00000115310","RTN4",28064.0852824146,257,27282.321528035,257,0.0286545906137883,0.181348230847499,0,0
"ENSG00000115365","LANCL1",19896.7334182399,749,19714.8066826557,738,0.00922792389053818,-0.189240581973273,-11,-0.257403953685825
"ENSG00000115380","EFEMP1",12154.703399869,1817,11982.5050399259,1815,0.0143708147310913,-0.0911332824443015,-2,-0.0468007188519682
"ENSG00000115419","GLS",17341.508933711,1061,17148.0376483466,1061,0.0112824154770259,-0.150048495711994,0,0
"ENSG00000115461","IGFBP5",15133.365751231,1426,14930.4154492926,1430,0.013593078010965,-0.105969617050988,4,0.0936014377039363
"ENSG00000115468","EFHD1",17645.8275978018,1018,17536.7241302057,999,0.00622142806068059,-0.246593381411793,-19,-0.444606829093697
"ENSG00000115484","CCT4",15277.9833948216,1398,15252.4147900852,1369,0.00167636437169081,-0.333296354221928,-29,-0.678610423353538
"ENSG00000115541","HSPE1",21594.7115449363,585,21396.4480435813,576,0.00926618759109887,-0.188510652358125,-9,-0.210603234833857
